z,mu,sigma
0.18217000,20.33330000,0.19924100
0.18229000,20.27290000,0.14740600
0.18231000,20.43550000,0.15002900
0.18252000,20.52910000,0.17525100
0.18360000,20.34650000,0.29295000
0.18375000,20.42700000,0.14914400
0.18389000,20.49900000,0.19557500
0.18402000,20.54300000,0.21670200
0.18458000,20.68540000,0.28117100
0.18459000,20.53610000,0.14007700
0.18484000,20.40180000,0.27550000
0.18493000,20.36000000,0.13213300
0.18506000,20.49050000,0.15702100
0.18515000,20.38170000,0.15815300
0.18522000,20.28970000,0.17005900
0.18527000,20.53520000,0.13671700
0.18667000,20.50290000,0.14196300
0.18728000,20.51640000,0.13401700
0.18809000,20.49210000,0.18955300
0.18906000,20.18540000,0.14711300
0.18908000,20.55590000,0.25484200
0.18929000,20.68290000,0.22735600
0.18929000,20.88780000,0.19869700
0.18948000,20.48830000,0.20744800
0.18952000,20.50940000,0.23711400
0.18995000,20.47560000,0.22309700
0.19025000,20.62770000,0.15566600
0.19042000,20.43620000,0.29373400
0.19044000,20.66520000,0.15246900
0.19413000,20.54530000,0.21718500
0.19434000,20.62570000,0.22035400
0.19546000,20.88130000,0.40305200
0.19553000,20.45810000,0.15427200
0.19557000,20.65520000,0.19406500
0.19568000,20.70500000,0.21060100
0.19616000,20.47580000,0.12185700
0.19621000,20.52170000,0.15563700
0.19627000,20.58670000,0.25321500
0.19635000,20.63970000,0.29217500
0.19733000,20.54880000,0.13898100
0.19741000,20.44020000,0.12805700
0.19782000,20.23900000,0.18723400
0.19817000,20.50310000,0.18053600
0.19828000,20.63490000,0.17230600
0.19861000,21.07160000,0.23706400
0.19877000,20.63510000,0.20975600
0.19878000,20.63600000,0.17240100
0.19908000,20.76860000,0.21595600
0.19953000,20.59810000,0.25278900
0.19961000,20.42340000,0.24466900
0.19970000,20.64350000,0.16941200
0.20077000,20.43070000,0.19309700
0.20083000,20.73080000,0.25151100
0.20087000,20.51420000,0.31497200
0.20128000,20.60450000,0.21526600
0.20231000,20.36540000,0.19627600
0.20249000,20.74190000,0.15740400
0.20279000,20.58430000,0.18298400
0.20320000,20.71280000,0.14411900
0.20329000,20.62920000,0.16464600
0.20331000,20.67470000,0.17168900
0.20334000,20.68050000,0.21443400
0.20382000,20.65110000,0.16934200
0.20469000,20.62790000,0.15771700
0.20483000,20.58970000,0.20051300
0.20523000,20.91310000,0.22610800
0.20562000,20.55960000,0.17284700
0.20691000,20.66950000,0.27852500
0.20748000,21.06300000,0.33257200
0.20751000,20.81950000,0.14650500
0.20840000,20.47690000,0.27083900
0.20856000,20.62280000,0.14427300
0.20868000,20.85040000,0.23798100
0.20870000,20.61090000,0.19584300
0.20879000,20.62680000,0.15735100
0.20948000,20.58830000,0.26074400
0.21015000,20.89490000,0.14640900
0.21037000,20.20130000,0.18406300
0.21084000,20.71020000,0.22137600
0.21095000,20.55300000,0.15335900
0.21114000,20.70220000,0.16101600
0.21134000,20.88850000,0.26474600
0.21174000,20.71460000,0.22891100
0.21200000,20.66060000,0.19261400
0.21225000,20.68440000,0.24222600
0.21350000,20.76880000,0.16306000
0.21365000,20.75540000,0.18840500
0.21398000,20.63440000,0.19563400
0.21440000,20.76490000,0.29768200
0.21507000,20.62950000,0.47712300
0.21521000,21.21110000,0.22783600
0.21578000,20.97230000,0.25730400
0.21650000,20.57230000,0.13893600
0.21689000,20.81420000,0.18845900
0.21692000,20.84020000,0.18332300
0.21742000,20.88650000,0.26825600
0.21794000,20.74120000,0.17274000
0.21845000,20.96860000,0.20262600
0.21881000,20.88860000,0.24612000
0.21897000,20.93950000,0.23921000
0.21898000,20.87620000,0.21715000
0.21899000,20.77660000,0.12799800
0.21941000,20.75180000,0.20721000
0.21950000,20.85680000,0.15773700
0.21972000,20.80860000,0.12135200
0.21978000,20.83520000,0.17126100
0.21990000,20.98570000,0.21853300
0.22017000,20.66980000,0.24144100
0.22066000,20.93460000,0.22365000
0.22083000,20.82680000,0.26545200
0.22132000,20.79110000,0.14068700
0.22132000,20.80580000,0.20296800
0.22150000,20.94070000,0.16395400
0.22299000,21.07270000,0.27993000
0.22349000,20.89810000,0.16508400
0.22385000,20.76320000,0.17069600
0.22449000,20.87630000,0.19535300
0.22449000,20.69190000,0.24428700
0.22493000,20.85960000,0.15833100
0.22542000,20.89610000,0.17192800
0.22543000,20.87990000,0.18698400
0.22551000,20.93260000,0.19559000
0.22578000,20.73350000,0.17388000
0.22645000,21.13820000,0.19925700
0.22726000,20.84400000,0.22688700
0.22818000,20.97060000,0.18139700
0.22865000,20.90740000,0.30705700
0.22928000,20.96990000,0.20059600
0.22978000,20.88210000,0.18611800
0.23020000,20.87530000,0.22583600
0.23041000,21.05320000,0.25870400
0.23082000,20.81870000,0.29561700
0.23086000,20.85190000,0.20291900
0.23092000,21.04280000,0.22467300
0.23125000,21.06390000,0.18782300
0.23162000,20.94800000,0.22529400
0.23164000,20.83450000,0.23572400
0.23205000,20.95150000,0.15720500
0.23282000,20.58110000,0.17888000
0.23367000,20.93270000,0.25362600
0.23378000,21.16180000,0.19450400
0.23391000,20.92580000,0.29088900
0.23395000,20.88590000,0.21239000
0.23472000,20.93820000,0.32687700
0.23481000,21.02540000,0.16551500
0.23494000,20.90500000,0.18124200
0.23520000,20.90990000,0.27382600
0.23556000,20.98060000,0.21249400
0.23639000,21.12750000,0.15337600
0.23662000,21.01060000,0.15438300
0.23664000,21.21440000,0.19123400
0.23685000,20.86600000,0.23510600
0.23693000,20.97490000,0.20849600
0.23721000,20.97150000,0.20215300
0.23746000,21.48350000,0.30452200
0.23789000,20.97870000,0.17014300
0.23950000,20.65290000,0.20665300
0.23981000,20.87700000,0.17875800
0.24020000,21.13170000,0.26284300
0.24085000,21.14860000,0.16453500
0.24122000,21.07610000,0.12783400
0.24151000,20.86840000,0.18214600
0.24164000,20.91900000,0.26027800
0.24220000,21.31100000,0.21970300
0.24280000,21.16870000,0.21819400
0.24284000,21.32040000,0.25770900
0.24329000,20.99860000,0.14054400
0.24354000,21.28500000,0.30512600
0.24410000,21.04260000,0.24130800
0.24444000,20.95340000,0.22005300
0.24459000,20.87330000,0.18417500
0.24511000,21.08060000,0.20779600
0.24523000,21.24270000,0.17962500
0.24553000,21.10520000,0.21780100
0.24585000,21.17880000,0.16516700
0.24617000,21.09430000,0.14695600
0.24650000,21.12500000,0.16921000
0.24656000,21.02990000,0.21303500
0.24660000,21.13770000,0.15278200
0.24711000,20.94530000,0.13475500
0.24846000,20.95000000,0.17510100
0.24860000,21.23820000,0.21423400
0.24861000,21.17460000,0.19376200
0.24862000,21.11270000,0.26016600
0.24865000,21.07260000,0.17626900
0.24896000,21.17400000,0.17858900
0.24909000,21.06370000,0.16516600
0.24972000,21.42030000,0.21894800
0.24983000,21.04310000,0.20502600
0.24986000,21.13850000,0.16147300
0.25019000,21.34350000,0.22286500
0.25022000,21.12340000,0.21654200
0.25043000,21.16150000,0.17757500
0.25051000,21.31620000,0.18678300
0.25063000,21.04790000,0.18633100
0.25090000,21.13430000,0.20079700
0.25199000,21.21680000,0.20558200
0.25260000,21.20920000,0.16429300
0.25260000,21.15360000,0.25773900
0.25330000,21.11580000,0.15471100
0.25358000,20.77730000,0.26143200
0.25407000,21.20160000,0.16557500
0.25616000,21.39280000,0.19228900
0.25620000,21.30630000,0.27033000
0.25637000,21.11990000,0.20554600
0.25683000,21.24930000,0.25028700
0.25731000,21.32460000,0.24849900
0.25736000,21.24110000,0.19171400
0.25772000,21.35580000,0.22368700
0.25813000,21.27500000,0.22963200
0.25859000,21.21330000,0.20753200
0.25865000,21.25700000,0.14733100
0.25904000,21.28880000,0.16145700
0.25919000,21.03490000,0.17655100
0.25923000,21.17250000,0.16069000
0.25948000,21.27080000,0.23227700
0.25952000,21.18900000,0.16781900
0.26062000,21.25030000,0.16914700
0.26094000,21.35980000,0.18396100
0.26141000,21.19400000,0.20576200
0.26162000,21.16520000,0.22392000
0.26172000,21.43440000,0.25753000
0.26173000,21.42800000,0.23172500
0.26175000,21.13900000,0.22440800
0.26184000,21.44050000,0.24765800
0.26200000,21.46860000,0.21520600
0.26303000,22.01110000,0.51392500
0.26323000,21.38580000,0.16793600
0.26360000,21.14670000,0.17527800
0.26393000,21.30580000,0.16551600
0.26397000,21.05050000,0.20406400
0.26408000,21.38120000,0.38008800
0.26419000,21.25440000,0.23692100
0.26460000,21.26230000,0.19611500
0.26463000,21.41890000,0.25504900
0.26582000,21.35570000,0.21806300
0.26583000,21.07140000,0.20433300
0.26640000,21.03710000,0.26359900
0.26700000,21.29330000,0.20311600
0.26791000,21.25730000,0.20025300
0.26818000,21.20930000,0.23046700
0.26859000,21.32600000,0.18922500
0.26860000,21.20230000,0.23888300
0.26887000,21.35090000,0.21547100
0.27020000,21.38330000,0.19514300
0.27021000,21.25590000,0.16264000
0.27057000,21.26090000,0.20756100
0.27094000,21.23570000,0.16391600
0.27141000,21.31470000,0.12041400
0.27276000,21.28850000,0.17108500
0.27351000,21.21910000,0.20693200
0.27456000,21.48690000,0.29182100
0.27509000,21.52390000,0.23789400
0.27516000,21.27560000,0.24035400
0.27585000,21.41010000,0.21186200
0.27631000,21.42190000,0.17802500
0.27668000,21.59740000,0.27089300
0.27776000,21.36560000,0.24324600
0.27782000,21.66570000,0.17597100
0.27935000,21.45070000,0.16210200
0.27990000,21.25260000,0.19748300
0.27995000,21.31340000,0.15093500
0.28060000,21.41330000,0.15069700
0.28132000,21.36940000,0.17266500
0.28207000,21.34560000,0.16442700
0.28266000,21.49100000,0.29612700
0.28344000,21.40660000,0.18239000
0.28405000,21.32050000,0.15175100
0.28446000,21.29010000,0.18459800
0.28446000,21.43890000,0.20532200
0.28478000,21.86050000,0.35028600
0.28557000,21.45160000,0.18401800
0.28588000,21.41800000,0.17108800
0.28665000,21.38590000,0.21582600
0.28734000,21.31610000,0.24893700
0.28758000,21.28490000,0.23735500
0.28775000,21.62230000,0.22561400
0.28814000,21.45450000,0.18606200
0.28844000,21.49600000,0.13517800
0.28854000,21.49280000,0.16320000
0.28894000,21.69030000,0.22442000
0.28901000,21.48980000,0.22689700
0.28905000,21.42330000,0.16586900
0.28907000,21.44900000,0.27590600
0.28949000,21.72350000,0.25468700
0.28995000,21.48630000,0.27009100
0.29008000,21.47680000,0.23293300
0.29045000,21.53310000,0.22926500
0.29123000,21.23100000,0.21747600
0.29193000,21.50760000,0.17564400
0.29196000,21.51230000,0.17006900
0.29215000,21.49750000,0.48297400
0.29221000,21.16990000,0.29122200
0.29251000,21.38480000,0.22722700
0.29256000,21.44220000,0.22320900
0.29293000,21.49280000,0.17219800
0.29298000,21.57380000,0.20175700
0.29365000,21.60400000,0.20304700
0.29504000,21.50900000,0.17166800
0.29580000,21.76790000,0.30672700
0.29587000,21.74590000,0.16356600
0.29647000,21.74080000,0.36505700
0.29692000,21.40650000,0.20081400
0.29695000,21.49750000,0.20876200
0.29853000,22.01750000,0.23116000
0.29855000,21.40090000,0.27154400
0.29893000,21.66650000,0.25361600
0.29933000,21.75830000,0.34061200
0.29945000,21.76830000,0.19411200
0.29947000,21.48050000,0.18449900
0.30020000,21.73070000,0.19630900
0.30030000,21.62650000,0.24570900
0.30089000,21.91990000,0.29348600
0.30142000,21.60550000,0.18979100
0.30152000,21.85560000,0.20427000
0.30251000,21.63640000,0.22312200
0.30304000,21.56740000,0.27337200
0.30352000,21.66740000,0.13994100
0.30365000,21.82480000,0.19567200
0.30404000,21.46600000,0.22044200
0.30406000,21.45220000,0.18050800
0.30476000,21.78810000,0.24129600
0.30486000,21.64880000,0.13748900
0.30526000,21.33940000,0.30552000
0.30538000,21.65240000,0.13108700
0.30548000,21.75110000,0.22460800
0.30581000,21.69210000,0.16327500
0.30652000,21.64290000,0.19974900
0.30681000,21.90700000,0.23756600
0.30691000,21.70430000,0.14760900
0.30818000,21.94880000,0.13701600
0.30834000,21.70030000,0.25262600
0.30878000,21.74240000,0.15000600
0.30922000,21.79300000,0.24918000
0.30938000,21.72270000,0.26902800
0.30949000,21.76470000,0.29921300
0.30962000,21.46700000,0.25575600
0.31052000,21.36670000,0.33533600
0.31061000,21.74320000,0.21973900
0.31088000,21.79300000,0.18063100
0.31144000,21.75930000,0.13914800
0.31179000,21.78470000,0.20918900
0.31203000,21.69730000,0.15815800
0.31262000,21.70350000,0.14725400
0.31267000,21.78220000,0.27816700
0.31270000,21.37090000,0.20442400
0.31296000,21.76650000,0.20170000
0.31303000,21.75310000,0.17472100
0.31387000,21.76980000,0.21272700
0.31453000,21.87210000,0.15335200
0.31506000,21.76640000,0.22619900
0.31520000,21.63070000,0.21830100
0.31588000,21.95030000,0.23173600
0.31593000,21.68000000,0.22603100
0.31623000,21.94490000,0.27275800
0.31782000,21.82080000,0.19405200
0.31804000,21.82420000,0.16501900
0.31822000,21.76690000,0.15109600
0.31850000,22.08150000,0.32681200
0.31901000,21.88800000,0.17561000
0.31901000,21.64110000,0.20208000
0.32096000,21.97850000,0.20553000
0.32104000,21.70160000,0.15402500
0.32118000,21.93910000,0.29219900
0.32206000,21.47410000,0.19742800
0.32223000,21.60980000,0.15586400
0.32223000,21.62440000,0.13612100
0.32276000,21.67860000,0.21017700
0.32446000,21.81690000,0.12355200
0.32548000,21.97430000,0.19137000
0.32560000,22.00950000,0.25385400
0.32580000,21.91090000,0.26992700
0.32581000,21.79480000,0.13912000
0.32632000,21.79740000,0.15486500
0.32804000,21.74720000,0.16969900
0.32842000,22.05490000,0.30724400
0.32848000,22.09800000,0.27738800
0.32851000,21.68100000,0.29441500
0.32868000,21.81860000,0.14804300
0.32868000,21.84700000,0.14162100
0.32871000,21.67460000,0.22054900
0.32907000,21.80360000,0.16293000
0.32941000,22.15790000,0.30939600
0.32952000,21.98610000,0.16024000
0.32968000,21.85010000,0.11158300
0.32995000,21.59140000,0.20806800
0.33047000,21.97760000,0.12880700
0.33056000,21.91440000,0.21272000
0.33063000,21.91590000,0.22950700
0.33089000,21.90560000,0.23792600
0.33090000,21.74300000,0.21032200
0.33103000,21.75680000,0.13443200
0.33147000,21.77710000,0.21701800
0.33147000,21.98050000,0.28420100
0.33147000,21.84820000,0.16382600
0.33189000,21.76190000,0.14144500
0.33237000,21.72400000,0.15692700
0.33298000,22.07690000,0.19985900
0.33350000,21.74950000,0.13930400
0.33350000,21.78360000,0.17404100
0.33450000,21.86740000,0.23416900
0.33498000,21.77210000,0.16973000
0.33510000,21.77120000,0.17586700
0.33671000,21.78370000,0.18225100
0.33749000,21.91480000,0.27734200
0.33751000,21.75680000,0.23569900
0.33762000,21.89470000,0.17401900
0.33778000,21.90070000,0.23229800
0.33818000,21.89200000,0.20951000
0.33848000,21.86010000,0.19858500
0.33897000,21.80250000,0.35548700
0.34061000,21.92070000,0.19051900
0.34098000,21.80570000,0.19241500
0.34111000,21.81110000,0.25367000
0.34169000,21.95920000,0.31987100
0.34446000,22.05510000,0.15005800
0.34448000,22.03840000,0.29798200
0.34487000,21.98030000,0.16953400
0.34545000,21.95030000,0.22862200
0.34602000,22.07880000,0.13399000
0.34696000,22.16330000,0.36936000
0.34717000,21.86440000,0.24277500
0.34881000,22.11910000,0.21674000
0.34910000,21.99690000,0.15628900
0.34912000,22.02900000,0.20425900
0.34932000,21.88760000,0.15562900
0.34939000,21.95030000,0.16642800
0.34949000,21.75200000,0.22470200
0.34949000,22.12260000,0.16929200
0.34949000,21.89960000,0.20405300
0.34968000,22.23430000,0.28641400
0.35015000,21.93370000,0.14451500
0.35059000,21.98120000,0.16087100
0.35099000,22.00020000,0.15910300
0.35149000,22.22680000,0.20775800
0.35149000,22.08130000,0.13631500
0.35372000,22.11270000,0.19003500
0.35519000,22.21170000,0.22140200
0.35774000,22.10440000,0.29071300
0.35800000,22.10090000,0.21355200
0.35842000,21.98930000,0.21429800
0.35850000,21.89540000,0.28773100
0.35909000,21.90020000,0.30448200
0.35909000,22.18990000,0.16896500
0.35946000,22.16830000,0.15209200
0.36017000,21.93400000,0.18924400
0.36034000,21.82610000,0.22870000
0.36091000,22.17980000,0.19567500
0.36147000,21.86290000,0.28675300
0.36280000,21.99220000,0.20825400
0.36325000,22.11100000,0.21340000
0.36499000,22.20960000,0.29031300
0.36623000,21.88300000,0.22460800
0.36656000,21.97970000,0.15329700
0.36713000,21.95580000,0.14949300
0.36790000,22.00970000,0.16335900
0.36799000,22.21690000,0.15605700
0.36839000,22.29490000,0.33534300
0.36857000,22.21000000,0.34449400
0.36962000,22.19680000,0.24285700
0.36987000,21.96550000,0.25361200
0.37023000,22.12640000,0.18683700
0.37052000,22.12290000,0.16099300
0.37053000,22.13030000,0.15773100
0.37057000,22.38650000,0.25520700
0.37062000,22.02000000,0.28111300
0.37062000,21.81680000,0.13314400
0.37095000,22.15680000,0.38958600
0.37138000,22.08100000,0.16592200
0.37153000,22.13120000,0.11347000
0.37153000,22.17590000,0.16320000
0.37353000,22.05840000,0.13027000
0.37436000,22.21920000,0.23322800
0.37676000,22.16250000,0.15233600
0.37805000,22.10680000,0.22154400
0.37852000,22.17410000,0.18039200
0.37991000,22.04290000,0.21825500
0.37997000,22.16240000,0.16155500
0.38061000,22.20840000,0.18609600
0.38092000,22.19810000,0.19961600
0.38129000,22.20190000,0.20233700
0.38153000,22.42450000,0.21731200
0.38185000,22.30850000,0.19705700
0.38248000,22.11960000,0.26379600
0.38291000,22.11480000,0.20481300
0.38402000,22.26520000,0.20002600
0.38600000,22.26870000,0.14969800
0.38672000,22.12610000,0.26945800
0.38744000,22.30370000,0.27213800
0.38781000,22.37720000,0.28260600
0.38895000,22.13000000,0.19774300
0.38949000,22.29100000,0.19026900
0.39255000,22.22120000,0.23574700
0.39510000,22.21470000,0.20185000
0.39706000,22.00600000,0.16635800
0.39944000,22.45890000,0.28655100
0.40050000,22.23880000,0.15602000
0.40221000,22.22650000,0.19768800
0.40293000,22.29480000,0.28914400
0.40368000,22.36300000,0.21211600
0.40463000,22.42170000,0.16383700
0.40483000,22.08430000,0.20022100
0.40550000,22.52770000,0.13280100
0.40646000,22.43840000,0.16664200
0.40895000,22.44720000,0.23850000
0.40920000,22.48750000,0.36265000
0.40935000,22.45310000,0.27362900
0.40949000,22.42540000,0.17006300
0.41004000,22.43060000,0.27866300
0.41123000,22.40900000,0.31694100
0.41140000,22.58050000,0.24117100
0.41161000,22.56010000,0.14664100
0.41266000,22.53630000,0.32902200
0.41657000,22.47650000,0.14674500
0.41857000,22.36440000,0.20028800
0.41936000,22.43330000,0.19069700
0.41939000,22.20740000,0.22099600
0.41960000,22.61320000,0.22299200
0.41965000,22.54510000,0.23420500
0.41995000,22.18640000,0.29317500
0.42036000,22.58130000,0.34312700
0.42088000,22.36480000,0.17435100
0.42094000,22.47500000,0.24865600
0.42195000,22.28060000,0.26947200
0.42247000,22.39530000,0.23012800
0.42249000,22.42660000,0.27412200
0.42348000,22.34250000,0.18450000
0.42360000,22.58730000,0.39990600
0.42399000,22.47340000,0.13142600
0.42459000,22.49530000,0.19396100
0.42568000,22.45090000,0.19359400
0.42602000,22.49870000,0.17335900
0.42700000,22.56000000,0.22794500
0.42703000,22.58180000,0.19647700
0.42793000,23.02270000,0.23707800
0.42859000,22.62950000,0.40263900
0.42895000,22.39130000,0.19150400
0.42903000,22.57360000,0.24929900
0.42976000,22.66890000,0.19622200
0.43020000,22.58240000,0.16356900
0.43494000,22.52980000,0.18167900
0.43546000,22.33090000,0.13089400
0.43683000,22.75210000,0.17978400
0.43760000,22.37230000,0.16393200
0.43783000,22.62900000,0.35585400
0.43890000,22.21490000,0.20946100
0.43891000,22.41520000,0.27865600
0.43935000,22.57320000,0.20097800
0.44013000,22.88710000,0.44109000
0.44067000,22.38340000,0.15788500
0.44149000,22.42930000,0.18157600
0.44245000,22.59930000,0.17077000
0.44263000,22.65090000,0.13706500
0.44361000,22.54000000,0.18020800
0.44391000,22.55390000,0.28908900
0.44764000,22.60220000,0.22232100
0.44886000,22.63230000,0.22016400
0.44891000,22.73450000,0.21395100
0.45068000,22.39160000,0.15535700
0.45106000,22.67510000,0.21171600
0.45162000,22.33620000,0.22372300
0.45162000,22.73930000,0.15234100
0.45163000,22.46320000,0.30418900
0.45218000,22.74290000,0.31893500
0.45328000,22.54230000,0.20602400
0.45346000,22.63330000,0.14155800
0.45458000,22.53430000,0.20748700
0.45477000,22.63100000,0.28286300
0.45885000,22.71490000,0.25073500
0.46064000,22.74910000,0.18902500
0.46104000,22.76320000,0.22866300
0.46164000,22.73090000,0.13578300
0.46643000,23.08940000,0.39557100
0.46654000,22.79500000,0.13321300
0.46842000,22.72030000,0.20437000
0.46887000,22.51010000,0.23247200
0.47042000,22.96210000,0.40361400
0.47065000,22.76050000,0.17860800
0.47163000,22.72680000,0.20917800
0.47204000,22.78440000,0.25548700
0.47565000,22.68500000,0.17504200
0.47786000,22.97390000,0.22667500
0.47941000,22.61650000,0.20208800
0.47946000,22.75770000,0.19714700
0.47988000,22.64260000,0.23625800
0.48064000,22.75110000,0.15807300
0.48065000,22.72180000,0.13657800
0.48164000,23.05250000,0.20915100
0.48888000,22.83120000,0.19789900
0.49244000,23.02530000,0.33431500
0.49499000,22.82910000,0.16278800
0.49566000,22.89230000,0.11786600
0.49579000,22.82870000,0.15155900
0.49739000,22.87380000,0.22423600
0.50067000,23.00400000,0.25237600
0.50098000,22.86350000,0.28184300
0.50282000,22.90800000,0.21687500
0.50285000,22.81730000,0.31170700
0.50306000,22.89540000,0.31010900
0.50316000,22.89140000,0.22708800
0.50593000,22.82600000,0.16450200
0.50615000,22.85130000,0.14928700
0.50725000,22.98280000,0.17894900
0.50739000,22.98890000,0.28755700
0.50825000,22.76630000,0.18232400
0.51016000,22.84150000,0.14185900
0.51095000,22.80530000,0.23755600
0.51169000,23.13550000,0.22567200
0.51387000,23.00370000,0.35864500
0.51437000,22.97290000,0.19429500
0.51469000,23.07290000,0.40201800
0.51726000,22.84020000,0.18851700
0.51883000,22.94190000,0.24896100
0.51885000,22.92940000,0.20781200
0.51941000,22.99080000,0.31395200
0.51968000,23.03750000,0.19459100
0.52271000,23.09660000,0.27259300
0.52400000,22.92440000,0.36824800
0.52620000,22.91720000,0.22163200
0.52859000,22.83250000,0.18688900
0.52937000,23.03830000,0.13841400
0.53099000,22.62720000,0.23274900
0.53111000,23.25790000,0.28800500
0.53124000,23.27230000,0.37997100
0.53225000,22.72910000,0.22033100
0.53271000,22.99420000,0.29311300
0.53372000,22.91190000,0.27248400
0.53435000,22.89030000,0.22367200
0.53534000,23.06750000,0.20291500
0.53572000,22.96040000,0.20776000
0.53942000,23.08080000,0.24298000
0.54097000,23.02610000,0.23188000
0.54152000,23.27700000,0.24096200
0.54545000,23.31030000,0.18949000
0.54834000,22.77050000,0.36221700
0.54881000,22.91650000,0.37759100
0.55021000,23.07230000,0.19401000
0.55033000,23.11980000,0.20670000
0.55046000,23.15740000,0.37529100
0.55267000,22.94080000,0.24265300
0.55375000,23.23700000,0.20536500
0.55384000,22.82970000,0.17534200
0.55782000,23.18590000,0.19331200
0.55882000,23.48010000,0.38234700
0.55882000,23.04450000,0.35519000
0.56181000,23.04070000,0.22622400
0.56269000,23.34860000,0.26386400
0.56283000,23.17660000,0.23315400
0.56437000,23.13980000,0.21945700
0.56437000,23.23510000,0.20582400
0.56437000,23.14390000,0.29528400
0.56481000,23.23430000,0.19084900
0.56879000,22.98770000,0.26094400
0.57542000,22.93820000,0.45206200
0.57577000,23.33850000,0.21144100
0.57619000,23.23570000,0.20029100
0.57668000,23.17330000,0.16464400
0.57737000,23.39200000,0.28969300
0.57830000,23.16440000,0.24335700
0.57831000,23.19820000,0.23966000
0.57882000,23.17420000,0.21268400
0.57891000,23.27870000,0.23010800
0.57967000,23.13930000,0.22957800
0.58067000,23.32000000,0.26110400
0.58080000,23.45310000,0.23829700
0.58301000,23.28780000,0.16584500
0.58330000,23.54440000,0.18423300
0.58382000,23.22350000,0.19664100
0.58382000,23.39590000,0.18276900
0.58390000,23.16690000,0.19753200
0.58582000,23.45400000,0.37199100
0.58730000,23.37110000,0.20123400
0.58879000,23.24910000,0.21836900
0.59029000,23.26260000,0.24678100
0.59179000,23.19780000,0.25439900
0.60067000,23.35860000,0.27752800
0.60155000,23.50320000,0.39385500
0.60328000,23.49730000,0.19827000
0.60626000,23.36280000,0.27374800
0.60827000,23.33740000,0.22678600
0.60876000,23.17520000,0.34928500
0.60878000,23.36490000,0.22916600
0.60981000,23.43460000,0.32034700
0.61071000,23.41560000,0.18224900
0.61127000,23.65190000,0.24621000
0.61177000,23.44800000,0.16220800
0.61577000,23.45550000,0.34622100
0.61875000,23.46340000,0.38781700
0.61941000,23.44180000,0.27397300
0.61983000,23.50270000,0.15249000
0.62070000,23.44580000,0.26677300
0.62183000,23.33640000,0.27429700
0.62525000,23.40470000,0.21344700
0.62725000,23.33200000,0.24254300
0.63077000,23.41020000,0.20105100
0.63183000,23.05810000,0.32583300
0.63225000,23.59630000,0.32253400
0.63399000,23.34420000,0.14511900
0.63777000,23.27680000,0.44205500
0.63794000,23.61070000,0.30964500
0.63824000,23.40640000,0.36652300
0.63873000,23.52740000,0.26025000
0.63934000,23.53700000,0.16971000
0.64185000,23.59460000,0.25551900
0.64311000,23.10790000,0.40694700
0.64371000,23.54620000,0.30866200
0.64371000,23.55040000,0.31537400
0.64770000,23.56600000,0.28716800
0.64852000,23.78670000,0.27102700
0.64870000,23.48050000,0.30950200
0.64962000,23.52750000,0.14711400
0.66213000,23.72630000,0.27846600
0.66470000,23.61680000,0.23242600
0.67072000,23.81470000,0.27346500
0.67773000,23.97210000,0.31062600
0.68190000,23.58460000,0.23784000
0.68372000,23.91860000,0.40683900
0.68519000,23.76360000,0.36517700
0.68872000,23.56070000,0.22489300
0.68935000,23.60050000,0.15442700
0.68936000,23.79140000,0.27064800
0.69072000,23.66130000,0.42500000
0.69318000,23.66320000,0.31687600
0.69718000,23.71620000,0.21101800
0.69818000,23.71410000,0.34174300
0.69918000,23.68720000,0.33738400
0.69918000,23.81610000,0.21364600
0.69932000,23.85770000,0.15354200
0.69992000,23.86170000,0.29414400
0.70070000,23.66400000,0.22155500
0.70117000,23.84380000,0.26018500
0.70192000,23.64320000,0.46192500
0.70192000,23.79030000,0.25130600
0.71571000,23.74140000,0.24444500
0.71874000,23.62090000,0.18648600
0.71968000,23.91080000,0.20275900
0.71969000,23.71700000,0.34116000
0.72015000,23.90820000,0.24165800
0.72074000,23.79290000,0.30397700
0.72674000,23.82810000,0.24689100
0.72774000,23.75500000,0.25567000
0.72866000,23.75200000,0.28220900
0.73014000,23.66560000,0.32082700
0.73161000,23.92690000,0.19455900
0.73368000,23.73150000,0.19403200
0.73395000,23.96700000,0.38734900
0.73495000,24.00070000,0.22298600
0.73568000,23.92770000,0.25568800
0.73596000,23.91450000,0.42478200
0.73675000,23.73900000,0.21318700
0.74196000,24.22830000,0.32401700
0.74276000,23.82950000,0.32606300
0.74573000,23.91450000,0.19330200
0.74607000,23.72870000,0.25330500
0.74911000,23.68660000,0.26109600
0.74930000,23.92420000,0.16097700
0.75074000,23.64820000,0.31757100
0.75899000,23.99390000,0.23158400
0.76076000,23.81370000,0.19934100
0.76110000,23.92370000,0.23508200
0.76165000,23.87800000,0.23834700
0.76566000,23.98390000,0.22381200
0.76666000,24.16940000,0.24870000
0.76674000,24.10930000,0.26889800
0.76709000,24.30570000,0.25572900
0.76865000,24.03990000,0.31050400
0.76932000,23.96380000,0.16048600
0.77309000,24.10380000,0.29384300
0.77929000,23.78650000,0.30991800
0.78807000,24.05120000,0.23047300
0.78907000,24.13070000,0.26982900
0.78928000,23.94650000,0.16334200
0.79662000,23.64960000,0.37111500
0.79863000,24.18080000,0.28687600
0.83981000,24.10700000,0.21011800
0.83981000,23.94820000,0.38948800
0.85482000,24.36380000,0.29869500
