galaxy,R_kpc,Vobs_kms,e_Vobs_kms,gobs_mps2,gbar_mps2,gpred_mps2,log10_gobs,log10_gbar,log10_gpred,delta_dex
UGC03546,5.56,190.0,13.3,2.1041750422471508e-10,1.9659850821462604e-10,2.72314411506769e-10,-9.676918134898537,-9.706419781908838,-9.564929374186121,-0.11198876071241592
UGC03546,6.96,190.0,8.87,1.6809214417951376e-10,1.3641899730276285e-10,2.0805333295843544e-10,-9.774452582927042,-9.865125146913634,-9.681825322534515,-0.09262726039252733
UGC03546,8.35,198.0,3.19,1.5215749851901425e-10,1.0274935615184466e-10,1.702271814026877e-10,-9.817706640182678,-9.98822089082004,-9.768971091779786,-0.04873554840289174
UGC03546,9.73,204.0,2.56,1.3861076146918467e-10,8.335799969413019e-11,1.4741746573165867e-10,-9.858203050638693,-10.07905271549638,-9.831451059071812,-0.026751991566881017
UGC03546,11.14,204.0,1.09,1.2106667047532916e-10,6.62558526297884e-11,1.2636002356570325e-10,-9.91697540120805,-10.178775752824263,-9.898390301772476,-0.018585099435574293
UGC03546,12.51,201.0,0.57,1.0466085057781119e-10,5.439912151777528e-11,1.1102435404939737e-10,-9.98021574007458,-10.264408113593422,-9.954581744914911,-0.025633995159669354
UGC03546,13.88,203.0,0.75,9.621705600771818e-11,4.6270519516182514e-11,1.0002919282311527e-10,-10.016747935514548,-10.334695624300736,-9.99987323568224,-0.01687469983230727
UGC03546,15.35,202.0,0.89,8.614772516383575e-11,3.959694928269688e-11,9.061571451089743e-11,-10.064756186142096,-10.40233827267872,-10.04279648076066,-0.021959705381435768
UGC03546,16.72,198.0,1.58,7.59877459709192e-11,3.3970025533709735e-11,8.23308324179095e-11,-10.119256437802074,-10.468904126690612,-10.084437493568473,-0.0348189442336011
UGC03546,18.08,195.0,1.5,6.815853566433739e-11,2.90703138953809e-11,7.478571497752006e-11,-10.166479748636446,-10.536550278780112,-10.126181349981952,-0.04029839865449425
UGC03546,19.45,194.0,2.16,6.270949580335637e-11,2.4897641660681428e-11,6.805065482526775e-11,-10.202666691023413,-10.603841787934725,-10.167167691391843,-0.03549899963157088
UGC03546,20.92,192.0,6.21,5.710711650386093e-11,2.121230942933073e-11,6.179990349336875e-11,-10.243309768010276,-10.673412046343653,-10.209012203104228,-0.03429756490604774
UGC03546,22.92,190.0,3.14,5.1043687761318316e-11,1.7251566484198377e-11,5.466889347527822e-11,-10.292057956611833,-10.763171463804895,-10.262259716348868,-0.029798240262964626
UGC03546,25.02,191.0,14.6,4.7252945347010344e-11,1.4239431698055987e-11,4.886447783296392e-11,-10.325571116084085,-10.84650734323592,-10.31100673775062,-0.014564378333464134
UGC03546,29.23,193.0,18.6,4.1298593141468756e-11,1.0223374287361437e-11,4.038577755664998e-11,-10.384064742564027,-10.990405738984377,-10.393771551130762,0.009706808566734892
UGC03580,0.11,56.2,28.5,9.305279035411509e-10,4.172153625612659e-10,4.937200630886386e-10,-9.03127059924224,-9.379639708508332,-9.306519224184877,0.2752486249426358
UGC03580,0.23,64.6,22.7,5.880126304146802e-10,5.936251557096562e-10,6.656173354648983e-10,-9.230613345249564,-9.226487703493166,-9.17677537572168,-0.053837969527883445
UGC03580,0.34,70.2,17.2,4.697261755751002e-10,5.79532191536413e-10,6.519433276706188e-10,-9.328155238004783,-9.236922435078595,-9.18579015511111,-0.14236508289367222
UGC03580,0.46,71.6,11.7,3.6117498856725877e-10,5.127455962329207e-10,5.87036832414465e-10,-9.442282332288002,-9.290098060925379,-9.231334648986584,-0.2109476833014181
UGC03580,0.57,71.0,11.3,2.8660997189629907e-10,4.3693031825693047e-10,5.130413715327578e-10,-9.54270870345648,-9.359587818886565,-9.289847612073524,-0.25286109138295565
UGC03580,0.69,69.0,9.37,2.236137709716612e-10,3.803709532805865e-10,4.574921643038157e-10,-9.650501454484884,-9.419792655014348,-9.339616339911755,-0.3108851145731286
UGC03580,0.8,67.7,6.23,1.856678913689683e-10,3.4496599187317844e-10,4.2249751862083117e-10,-9.731263194843793,-9.462223717303,-9.374175837370963,-0.35708735747282994
UGC03580,0.92,66.9,4.0,1.5765721951771842e-10,3.1252224771072013e-10,3.902281352335748e-10,-9.802286137032047,-9.50511906083484,-9.40868142141975,-0.3936047156122964
UGC03580,1.03,66.6,3.1,1.3955991247658105e-10,2.9023655939689745e-10,3.6792259156441166e-10,-9.855239311586708,-9.537247882924156,-9.434243544350089,-0.4209957672366187
UGC03580,1.14,66.8,3.02,1.2685206119763356e-10,2.6677167849838795e-10,3.4428645230451496e-10,-9.896702471607519,-9.573860278671331,-9.463080066476715,-0.4336224051308033
UGC03580,1.26,67.4,3.09,1.1684192480092288e-10,2.4330438713376096e-10,3.204617490033681e-10,-9.932401297269061,-9.61385006003422,-9.494223801365628,-0.43817749590343347
UGC03580,1.37,68.3,2.71,1.1034948101851185e-10,2.229195719194325e-10,2.995835748709714e-10,-9.95722970501548,-9.651851799606536,-9.523482001181003,-0.43374770383447725
UGC03580,1.49,69.6,2.75,1.053614322332538e-10,2.018655878139059e-10,2.7780311713678457e-10,-9.977318334413289,-9.69493770926985,-9.556262885496496,-0.4210554489167926
UGC03580,1.61,71.2,2.61,1.0204308174584374e-10,1.837154898241164e-10,2.5881275969954753e-10,-9.991216433980275,-9.735854224959654,-9.587014316370793,-0.40420211760948277
UGC03580,1.71,72.9,4.09,1.0071830329600017e-10,1.7050818869654783e-10,2.4484535509887975e-10,-9.996891598978342,-9.768254759074257,-9.61110813046161,-0.38578346851673295
UGC03580,1.83,74.9,6.17,9.934865694850155e-11,1.5641842817718908e-10,2.29782000976901e-10,-10.002837999553634,-9.805712082579232,-9.63868399297826,-0.3641540065753741
UGC03580,1.94,77.0,7.74,9.904422890265795e-11,1.4472441905125665e-10,2.1713171547572278e-10,-10.004170824807401,-9.839458185090507,-9.663276736425336,-0.3408940883820648
UGC03580,2.06,79.2,5.36,9.868078544728302e-11,1.3353848005584641e-10,2.0488468501341132e-10,-10.005767402412305,-9.874393571244033,-9.688490503593663,-0.3172768988186423
UGC03580,2.18,81.4,6.34,9.850125660865498e-11,1.2402621064558969e-10,1.9434041842930275e-10,-10.006558229048341,-9.90648652503249,-9.711436866537014,-0.2951213625113276
UGC03580,2.29,83.6,2.03,9.890688568888686e-11,1.1695060607866908e-10,1.8640931315892607e-10,-10.004773472683993,-9.931997523184117,-9.729532393739055,-0.2752410789449389
UGC03580,2.4,85.7,1.94,9.917446284804685e-11,1.1091762807179432e-10,1.7958079820768856e-10,-10.003600143087349,-9.954999426205115,-9.745740102402937,-0.2578600406844114
UGC03580,2.52,87.8,1.7,9.913749610174723e-11,1.0501460651857111e-10,1.72834445987047e-10,-10.003762054191478,-9.978750290556416,-9.762369698134549,-0.2413923560569291
UGC03580,2.63,89.7,2.16,9.914677503043885e-11,9.999454157488386e-11,1.67041838694117e-10,-10.003721407623711,-10.000023706286079,-9.77717473820421,-0.22654666941950197
UGC03580,2.75,91.4,1.88,9.844851110126054e-11,9.461351053486699e-11,1.607707880882085e-10,-10.006790847584739,-10.02404684317764,-9.793792859347496,-0.2129979882372428
UGC03580,2.86,92.8,3.36,9.758417033569427e-11,8.99349374491661e-11,1.5526147141435898e-10,-10.010620625913457,-10.046071563063078,-9.808936302340394,-0.20168432357306365
UGC03580,2.98,94.1,1.4,9.629692906028477e-11,8.513790947129097e-11,1.4955243718587454e-10,-10.01638756244388,-10.069877017962373,-9.825206505081663,-0.19118105736221658
UGC03580,3.09,95.2,5.51,9.505279071652382e-11,8.097451689542625e-11,1.4454352809200768e-10,-10.022035127878024,-10.09165163436782,-9.840001349007865,-0.18203377887015826
UGC03580,3.2,96.1,6.23,9.352899156771717e-11,7.708409477118452e-11,1.3981358836230406e-10,-10.029053748204953,-10.11303522331996,-9.854450617832226,-0.17460313037272712
UGC03580,4.52,97.4,2.3,6.801879498214431e-11,4.598419691742199e-11,9.963316841608958e-11,-10.167371066276289,-10.33739139376928,-10.001596058543294,-0.1657750077329947
UGC03580,4.69,96.9,11.7,6.488199066942367e-11,4.345096909699566e-11,9.610013588190708e-11,-10.18787583383569,-10.362000532937198,-10.017275998255277,-0.17059983558041303
UGC03580,6.03,96.8,2.3,5.035966787582615e-11,2.938751542168907e-11,7.528511254323703e-11,-10.297917142745503,-10.53183712996219,-10.12329089603771,-0.17462624670779192
UGC03580,7.53,105.0,1.02,4.744965692712367e-11,2.126206366066971e-11,6.188651886209112e-11,-10.323766923282962,-10.672394585864163,-10.208403945833677,-0.11536297744928525
UGC03580,8.58,110.0,7.12,4.570329767165131e-11,1.7512797835112656e-11,5.515507898088645e-11,-10.340052462754393,-10.756644465722099,-10.258414489174656,-0.08163797357973657
UGC03580,8.7,110.0,5.26,4.5072907358938875e-11,1.7171603200640805e-11,5.451957122630982e-11,-10.346084427524307,-10.765189155701751,-10.26344756836891,-0.08263685915539654
UGC03580,8.82,110.0,5.16,4.445967052412337e-11,1.6847886801417888e-11,5.391262436337567e-11,-10.352033760037507,-10.773454564112335,-10.268309527032581,-0.08372423300492571
UGC03580,9.03,111.0,0.82,4.421887223172096e-11,1.63002515626344e-11,5.287665923052062e-11,-10.354392337962329,-10.787805693054882,-10.276735991562937,-0.077656346399392
UGC03580,9.05,111.0,7.81,4.4121150967120466e-11,1.6240963907779034e-11,5.276379168555589e-11,-10.355353166854027,-10.789388198776702,-10.277664002948546,-0.07768916390548064
UGC03580,10.53,112.0,1.43,3.860620646418815e-11,1.3244771254565398e-11,4.6855334829576724e-11,-10.413342871067261,-10.87795553783771,-10.32924095429286,-0.08410191677440082
UGC03580,12.07,112.0,1.21,3.368047672476398e-11,1.1083447314736289e-11,4.229134380297811e-11,-10.472621769979124,-10.955325138803262,-10.373748514972606,-0.09887325500651833
UGC03580,13.58,114.0,1.35,3.101411461385786e-11,9.403353356217118e-12,3.851244951071481e-11,-10.508440612493676,-11.02671724380513,-10.41439885802865,-0.09404175446502627
UGC03580,15.09,118.0,1.36,2.9903651972315004e-11,8.061122823288111e-12,3.5306481259611524e-11,-10.524275770385477,-11.093604461669411,-10.452145563254865,-0.07213020713061269
UGC03580,16.6,122.0,1.44,2.905768611089755e-11,6.989012685056018e-12,3.259492555452743e-11,-10.536738971912698,-11.1555841712811,-10.48685000653344,-0.049888965379258465
UGC03580,18.11,125.0,1.64,2.7960892544212152e-11,6.137193425277285e-12,3.032201383707116e-11,-10.553448969520083,-11.21203018888703,-10.518241958406621,-0.03520701111346192
UGC03580,19.62,128.0,1.97,2.706265437220004e-11,5.4253863455293385e-12,2.8324364327496024e-11,-10.567629608970332,-11.265569329966581,-10.547839828054455,-0.01978978091587713
UGC03580,21.02,131.0,1.81,2.6458141477713966e-11,4.839375202225799e-12,2.659885656906382e-11,-10.577440665602833,-11.315210705244276,-10.575137032407259,-0.0023036331955736955
UGC03580,24.04,127.0,1.93,2.1743148568822033e-11,3.66981185083276e-12,2.2873530467159802e-11,-10.662677566640927,-11.43535620120833,-10.640666798048585,-0.022010768592341634
UGC03580,27.06,124.0,1.92,1.8414716317256674e-11,2.8753709692737795e-12,2.005013563708595e-11,-10.734834967159273,-11.54130611636036,-10.697882685076781,-0.036952282082491905
UGC04278,0.14,5.23,5.31,6.331765130445912e-12,1.942222176587505e-12,1.62582174173827e-11,-11.198475203165827,-11.711701091345184,-10.788927073024436,-0.4095481301413919
UGC04278,0.42,15.4,7.78,1.8299600387729185e-11,4.9653908528868436e-12,2.697678309134661e-11,-10.737558393947113,-11.30404656014523,-10.56900984002264,-0.16854855392447377
UGC04278,0.69,24.4,4.0,2.7962758808168078e-11,7.93366019124796e-12,3.49917718480127e-11,-10.553419983281934,-11.100526404848297,-10.456034065967165,-0.09738591731476909
UGC04278,0.97,32.1,4.0,3.4426096779756376e-11,1.0138378756382276e-11,4.0194289152476735e-11,-10.463112214678638,-10.99403148814377,-10.395835647556126,-0.06727656712251218
UGC04278,1.25,34.6,4.0,3.1037850673209733e-11,1.082973029990026e-11,4.173509033038016e-11,-10.508108360644641,-10.965382358769283,-10.379498642185665,-0.12860971845897673
UGC04278,1.52,37.9,4.0,3.062557749441303e-11,9.199602301037357e-12,3.80375743337836e-11,-10.513915713230766,-11.036230946806421,-10.41978718592604,-0.09412852730472565
UGC04278,1.8,40.5,4.0,2.953160127506178e-11,6.879483965458441e-12,3.230905507773834e-11,-10.529713003896108,-11.162444137252718,-10.490675743329462,-0.039037260566646026
UGC04278,2.07,43.0,4.0,2.8947830464650397e-11,6.06396146633286e-12,3.012093988003436e-11,-10.538383979519883,-11.217243567107563,-10.521131480733485,-0.017252498786398007
UGC04278,2.35,45.1,4.0,2.8050116946905247e-11,5.815148859270185e-12,2.94304074355357e-11,-10.552065323737953,-11.235439163492341,-10.531203725471574,-0.020861598266378678
UGC04278,2.63,45.6,4.0,2.5622611495433598e-11,5.6457585195523496e-12,2.8953506705811815e-11,-10.591376608383026,-11.248277701440374,-10.538298829147104,-0.05307777923592205
UGC04278,2.91,49.2,13.0,2.6957938072854325e-11,5.422529817930976e-12,2.831614223207209e-11,-10.569313328673324,-11.265798051166737,-10.547965914875151,-0.021347413798173065
UGC04278,3.19,50.3,4.0,2.5703646622038538e-11,5.04519440189336e-12,2.721409595921269e-11,-10.590005258167464,-11.297122094829856,-10.56520608818676,-0.024799169980703084
UGC04278,3.46,53.7,4.19,2.700983476640989e-11,4.657499068804754e-12,2.60462277696774e-11,-10.568478072615804,-11.331847223262209,-10.584255165932248,0.01577709331644428
UGC04278,3.74,58.0,7.53,2.91496832344675e-11,4.26042940331191e-12,2.4807944295838195e-11,-10.535366160296745,-11.370546626697601,-10.605409221941532,0.07004306164478713
UGC04278,4.01,64.4,4.0,3.351790123159598e-11,3.9195815241525335e-12,2.3706339705454052e-11,-10.474723183122697,-11.406760298146096,-10.62513549656753,0.15041231344483386
UGC04278,4.29,67.5,4.0,3.4419115705200206e-11,3.5848782844746158e-12,2.2584959046431067e-11,-10.463200291744812,-11.44552558512265,-10.64618069261311,0.18298040086829737
UGC04278,4.57,71.3,4.0,3.605058482703594e-11,3.67855006722699e-12,2.290305965967419e-11,-10.443087685588257,-11.434323328578277,-10.640106495627311,0.19701881003905442
UGC04278,4.85,75.6,4.0,3.8190144989110826e-11,4.103682881191087e-12,2.4306077986335117e-11,-10.418048692821989,-11.386826207416236,-10.614285112991615,0.19623642016962606
UGC04278,5.13,80.0,4.0,4.0430774761099296e-11,4.501820523955327e-12,2.556612755470974e-11,-10.393287936350067,-11.346611823198128,-10.592335048625307,0.19904711227523997
UGC04278,5.4,82.8,4.0,4.114493385878566e-11,5.481171722266999e-12,2.8484585576604614e-11,-10.385683631475347,-11.261126591493806,-10.545390094729438,0.159706463254091
UGC04278,5.68,84.8,15.7,4.102917869994016e-11,6.827741133050008e-12,3.21733844329897e-11,-10.38690717641973,-11.165722953084417,-10.492503251710396,0.10559607529066639
UGC04278,5.86,86.3,16.8,4.118825854300666e-11,7.586013395561327e-12,3.412332147176928e-11,-10.38522656980981,-11.119986394745114,-10.466948702397406,0.08172213258759697
UGC04278,6.36,90.2,8.07,4.145772001586625e-11,1.0016876552655088e-11,3.991951014020099e-11,-10.382394585786669,-10.999267678410359,-10.398814796661043,0.016420210874374064
UGC04278,6.51,91.3,4.0,4.149636177454455e-11,1.0549041250263552e-11,4.111406044705055e-11,-10.381989978721732,-10.97678700943177,-10.386009629941455,0.0040196512197230305
UGC04278,6.69,92.8,8.75,4.171759748282296e-11,1.0035902883654288e-11,3.9962620351907225e-11,-10.379680710552238,-10.998443549957777,-10.398346042791811,0.018665332239573118
UGC04325,0.7,41.3,3.05,7.896806894589085e-11,1.0560651080714815e-11,4.1139867855657495e-11,-10.102548481923593,-10.97630930604035,-10.385737107625518,0.28318862570192493
UGC04325,1.4,68.7,3.07,1.0925338288998341e-10,1.307021796876655e-11,4.6497280049904874e-11,-9.961565106781276,-10.883717169738262,-10.332572451279223,0.37100734449794714
UGC04325,2.09,83.8,3.05,1.0889080437017077e-10,1.6076027546295944e-11,5.244904744478128e-11,-9.963008794072639,-10.793821258315155,-10.280262394853299,0.3172536007806599
UGC04325,2.79,88.7,3.05,9.138869823572952e-11,1.7423703121160745e-11,5.498954121166444e-11,-10.039107508832283,-10.758859537378251,-10.25971990370553,0.2206123948732479
UGC04325,3.49,90.1,3.05,7.538303346562249e-11,1.703824761125501e-11,5.4270016055920246e-11,-10.122726390223193,-10.768575074586808,-10.265440049933394,0.14271365971020167
UGC04325,4.19,91.6,3.05,6.489726270844943e-11,1.4932659391058514e-11,5.023545673259198e-11,-10.187773620852733,-10.825862840901149,-10.298989644851796,0.11121602399906294
UGC04325,4.89,92.7,3.05,5.695083079793327e-11,1.2841228068747595e-11,4.602495012600856e-11,-10.244499936056764,-10.89139344059921,-10.337006673437983,0.0925067373812194
UGC04325,5.59,91.5,3.05,4.8537771746065453e-11,1.0953271354976622e-11,4.2006537386647544e-11,-10.313920164975665,-10.960456153040079,-10.37668311603043,0.06276295105476493
UGC04483,0.08,5.11,2.79,1.0577944110487527e-11,3.971959861754693e-12,2.3878142163711082e-11,-10.975598731944656,-11.400995148874172,-10.621999466463778,-0.3535992654808773
UGC04483,0.24,10.8,1.94,1.5750187346699618e-11,8.058035664238941e-12,3.5298881738147483e-11,-10.802714275959845,-11.093770814789798,-10.452239052760747,-0.35047522319909774
UGC04483,0.4,17.3,1.56,2.42483208384451e-11,8.304468572382403e-12,3.59020389005806e-11,-10.61531833029251,-11.080688154117627,-10.44488088684989,-0.17043744344261924
UGC04483,0.57,20.8,1.25,2.4598083364652814e-11,7.677201455896474e-12,3.435258249686133e-11,-10.609098730969107,-11.114797063009636,-10.464040608765192,-0.14505812220391512
UGC04483,0.73,20.8,1.62,1.920672262719466e-11,6.866694121473405e-12,3.2275557320036765e-11,-10.71654673541707,-11.163252297926155,-10.491126249791925,-0.22542048562514516
UGC04483,0.89,22.9,1.76,1.909547266491595e-11,5.979507247078134e-12,2.988784580303951e-11,-10.719069587187276,-11.223334603418312,-10.524505386050302,-0.19456420113697348
UGC04483,1.05,24.3,2.23,1.8225216786895268e-11,5.344031159239659e-12,2.8089505762186704e-11,-10.739327297095452,-11.272131018300776,-10.551455902188362,-0.1878713949070896
UGC04483,1.21,24.2,1.23,1.5685371760910727e-11,4.78975929993914e-12,2.6448955350170932e-11,-10.804505183577726,-11.319686310663679,-10.577591476544324,-0.2269137070334022
UGC04499,0.91,26.0,4.1,2.4074360435872423e-11,1.579727480138646e-11,5.191456024666676e-11,-10.618445241601597,-10.8014178270203,-10.284710820418464,-0.33373442118313257
UGC04499,1.82,45.1,3.02,3.6218557596278753e-11,1.177745045469084e-11,4.3789498494145684e-11,-10.441068849451293,-10.928948714073353,-10.358630028602631,-0.08243882084866172
UGC04499,2.73,57.0,2.97,3.856883484031041e-11,1.0811056302846396e-11,4.169396015826669e-11,-10.413763480917911,-10.966131870886136,-10.379926852937942,-0.033836627979969336
UGC04499,3.63,62.0,2.85,3.431833495488744e-11,1.0994552202790998e-11,4.2096988396664764e-11,-10.464473791261742,-10.958822454326587,-10.375748972323315,-0.08872481893842732
