galaxy,R_kpc,Vobs_kms,e_Vobs_kms,gobs_mps2,gbar_mps2,gpred_mps2,log10_gobs,log10_gbar,log10_gpred,delta_dex
UGC09037,4.86,107.0,4.42,7.63450248659435e-11,7.760411163047557e-11,1.4044873346267306e-10,-10.117219259114012,-10.110115268289205,-9.852482172821622,-0.26473708629239034
UGC09037,6.08,120.0,3.93,7.675529896052444e-11,6.439691628187496e-11,1.240018852703088e-10,-10.114891632399624,-10.19113492881768,-9.906571711964636,-0.20831992043498815
UGC09037,7.29,124.0,5.15,6.83542144780474e-11,6.003357944599772e-11,1.1840268982289444e-10,-10.165234703215642,-10.221605761470041,-9.926638431380233,-0.23859627183540866
UGC09037,8.51,128.0,4.29,6.239356977468446e-11,5.1492179277832305e-11,1.0714406250492255e-10,-10.20486016601099,-10.28825872735496,-9.970031890817165,-0.23482827519382532
UGC09037,9.73,133.0,5.36,5.891690118292022e-11,4.442209014634464e-11,9.746087837661055e-11,-10.229760103556318,-10.352401010900826,-10.011169678811527,-0.21859042474479118
UGC09037,10.96,138.0,6.78,5.631149706950592e-11,3.902845275789402e-11,8.97945380569637e-11,-10.249402926568015,-10.408618665527056,-10.046750079411353,-0.20265284715666176
UGC09037,12.19,143.0,6.42,5.436480368322218e-11,3.597862029823962e-11,8.533005584601751e-11,-10.264682175910396,-10.44395549491904,-10.068897970134275,-0.1957842057761212
UGC09037,13.41,146.0,5.4,5.151413223996725e-11,3.2594570411664096e-11,8.024730995821717e-11,-10.288073611504863,-10.486854738479392,-10.09556951705248,-0.19250409445238326
UGC09037,14.55,148.0,4.5,4.878764917937414e-11,2.9483410887027746e-11,7.54357676680223e-11,-10.31169010775415,-10.5304222750964,-10.122422685726525,-0.18926742202762448
UGC09037,15.78,154.0,4.46,4.870616072779631e-11,2.7103642804454078e-11,7.165136445099632e-11,-10.312416102422613,-10.566972334824769,-10.144775534954057,-0.16764056746855616
UGC09037,17.0,158.0,4.02,4.758989069511126e-11,2.42171657973801e-11,6.69200261278041e-11,-10.322485292691567,-10.615876684916426,-10.174443898146599,-0.14804139454496834
UGC09037,18.23,159.0,5.07,4.494248009678716e-11,2.12469763849221e-11,6.186026095838251e-11,-10.347342965236212,-10.672702864803055,-10.208588252251584,-0.13875471298462827
UGC09037,19.46,160.0,7.33,4.2633067733697706e-11,1.8808449893451942e-11,5.753117392925507e-11,-10.370253415842623,-10.725646995542688,-10.240096764062525,-0.13015665178009783
UGC09037,20.69,158.0,7.82,3.910237514823061e-11,1.772044731002723e-11,5.553978524789698e-11,-10.407796861979028,-10.751525319592048,-10.255395803840958,-0.1524010581380697
UGC09037,21.92,155.0,8.07,3.551994636354967e-11,1.6019013684903288e-11,5.233999017751106e-11,-10.449527698693887,-10.795364227602017,-10.281166363198873,-0.16836133549501398
UGC09037,23.14,156.0,7.93,3.408280241483063e-11,1.4338412154836724e-11,4.9061643833946286e-11,-10.467464703128947,-10.84349894006111,-10.3092579046406,-0.1582067984883473
UGC09037,24.28,154.0,9.09,3.165499243346893e-11,1.3378517791153672e-11,4.7128543043038106e-11,-10.499557785952431,-10.873591999481524,-10.32671598604451,-0.17284179990792126
UGC09037,25.51,150.0,13.4,2.858390200411533e-11,1.195748517760516e-11,4.417282058377728e-11,-10.543878485720565,-10.922360148803335,-10.354844868686813,-0.18903361703375232
UGC09037,26.73,141.0,20.1,2.4103977947416172e-11,1.1743811595540008e-11,4.371764000346953e-11,-10.617911278667915,-10.93019092470267,-10.359343290481126,-0.2585679881867886
UGC09037,27.96,152.0,16.0,2.6779314986882194e-11,1.1261346920380104e-11,4.267857970352768e-11,-10.572200536406237,-10.948409662317268,-10.369790041852632,-0.2024104945536056
UGC09133,0.32,284.0,34.7,8.168384199044523e-09,2.5912506101044073e-09,2.616344522462373e-09,-8.08786384344797,-8.586490582644364,-8.58230506831698,0.49444122486901065
UGC09133,0.63,282.0,18.8,4.09078940021863e-09,3.1381936134380187e-09,3.1571770863811e-09,-8.388192878036998,-8.503320265766977,-8.500701057803312,0.11250817976631389
UGC09133,0.95,281.0,12.6,2.6936334049875424e-09,2.543196351910563e-09,2.5689255005238956e-09,-8.569661510700826,-8.5946201080668,-8.59024849019863,0.020586979497803526
UGC09133,1.26,280.0,10.6,2.0164848912098275e-09,2.0265893933461835e-09,2.0604120288358182e-09,-8.695405027655262,-8.693234234665585,-8.686045923341172,-0.009359104314089706
UGC09133,1.58,280.0,10.8,1.6080828879268241e-09,1.6451070642605216e-09,1.686700075205124e-09,-8.793691569492122,-8.783805832726477,-8.772962135705827,-0.020729433786295104
UGC09133,1.89,279.0,7.67,1.334738098781158e-09,1.3628228644306351e-09,1.4113593073591337e-09,-8.874603942848188,-8.86556058877252,-8.850362408401212,-0.02424153444697552
UGC09133,2.21,279.0,11.2,1.1414728537087731e-09,1.1465825952536122e-09,1.2011788843252418e-09,-8.942534412360054,-8.940594654958591,-8.920392310923301,-0.02214210143675288
UGC09133,2.52,279.0,4.45,1.0010535740858683e-09,9.850079601283949e-10,1.0445265385193856e-09,-8.999542679456487,-9.006560259831456,-8.981080521326458,-0.018462158130029493
UGC09133,2.84,279.0,5.03,8.882588051747848e-10,8.546648965316961e-10,9.183418900018906e-10,-9.051460478721982,-9.068204133358817,-9.03699560496566,-0.014464873756320884
UGC09133,3.15,279.0,4.26,8.008428592686948e-10,7.605739666945186e-10,8.273007700130792e-10,-9.096452692464544,-9.118858543918401,-9.082336571451332,-0.014116121013211469
UGC09133,3.47,279.0,4.14,7.269899154744634e-10,6.918418076836112e-10,7.607815079976867e-10,-9.138471613465818,-9.159993197312005,-9.118740052159188,-0.019731561306629786
UGC09133,3.79,279.0,5.73,6.656081811863821e-10,6.355010635131893e-10,7.062155781058324e-10,-9.176781348643015,-9.196883718316073,-9.15106270675199,-0.02571864189102513
UGC09133,4.1,280.0,4.52,6.197002348596055e-10,5.864784185177657e-10,6.586838487305113e-10,-9.207818339257436,-9.231747964607436,-9.181322985553798,-0.026495353703637647
UGC09133,4.42,280.0,4.86,5.748350594851544e-10,5.393587558368902e-10,6.12924653141129e-10,-9.240456751886791,-9.26812226662857,-9.21259291004318,-0.02786384184361168
UGC09133,4.73,280.0,1.59,5.37160880110863e-10,4.959549942507311e-10,5.706839549913773e-10,-9.269895623275511,-9.304557732048876,-9.243604337643198,-0.026291285632312977
UGC09133,5.05,281.0,1.85,5.067231157897357e-10,4.5428781610600446e-10,5.30021396923271e-10,-9.29522928353064,-9.342668910706585,-9.275706597610279,-0.01952268592036077
UGC09133,5.36,282.0,4.81,4.808203959212196e-10,4.177482781654636e-10,4.942428720029648e-10,-9.318017118276186,-9.379085331463964,-9.306059585387283,-0.011957532888903444
UGC09133,5.68,282.0,20.3,4.5373192291157346e-10,3.8466892197607557e-10,4.61727243034883e-10,-9.343200664294434,-9.414912899628996,-9.335614500257892,-0.007586164036542442
UGC09133,5.99,283.0,12.8,4.333067988519361e-10,3.569084273940279e-10,4.343244935321915e-10,-9.363204496562869,-9.44744319727406,-9.362185678107442,-0.0010188184554262847
UGC09133,6.31,284.0,8.08,4.1424452356485694e-10,3.3227089401783644e-10,4.0989639404176794e-10,-9.382743224372197,-9.478507700012491,-9.387325902260836,0.004582677888638642
UGC09133,6.62,284.0,7.81,3.9484636611695576e-10,3.123578798974753e-10,3.900640719524157e-10,-9.403571854567764,-9.505347533569969,-9.408864049871205,0.005292195303441716
UGC09133,6.94,285.0,10.4,3.7929725905636675e-10,2.946871688552848e-10,3.7238747145652536e-10,-9.421020295659973,-9.530638773606004,-9.429004938777767,0.007984643117794121
UGC09133,7.57,286.0,6.82,3.501754065513755e-10,2.6451536755684925e-10,3.420044449226598e-10,-9.455714358464125,-9.577549091676943,-9.465968249520358,0.010253891056233755
UGC09133,7.89,287.0,13.4,3.383266784439074e-10,2.499991785305631e-10,3.2727969167432936e-10,-9.470663754963574,-9.602061418368882,-9.485080942652313,0.01441718768873912
UGC09133,8.2,287.0,10.5,3.255362796246865e-10,2.3619091024898e-10,3.1319718800717597e-10,-9.48740060413787,-9.62673682012077,-9.504182145842858,0.016781541704988356
UGC09133,8.31,288.0,2.93,3.2346955160490185e-10,2.3162515072371082e-10,3.0852286241761066e-10,-9.490166593487787,-9.635214285067738,-9.51071264798757,0.020546054499781974
UGC09133,8.52,288.0,5.58,3.1549671054421766e-10,2.2358334975364879e-10,3.002664542475791e-10,-9.501005164470376,-9.65056054148041,-9.522493184447528,0.021488019977152106
UGC09133,8.83,288.0,5.74,3.044203820879654e-10,2.129550465194546e-10,2.893053537013778e-10,-9.516526273281245,-9.671712063739642,-9.538643529499433,0.02211725621818772
UGC09133,9.15,288.0,7.0,2.9377398621166494e-10,2.0272379012582836e-10,2.7869581759392006e-10,-9.531986663770125,-9.693095282811138,-9.554869548723046,0.02288288495292079
UGC09133,9.78,289.0,12.7,2.767618885824978e-10,1.8364752206026193e-10,2.587412215012738e-10,-9.557893714496643,-9.736014927176106,-9.587134375904995,0.029240661408351798
UGC09133,10.1,289.0,3.89,2.679931950828543e-10,1.7436218943842573e-10,2.4893540272132506e-10,-9.571876233491684,-9.758547686253019,-9.603913335158543,0.0320371016668588
UGC09133,11.04,288.0,5.02,2.4348115705042884e-10,1.5044307097978711e-10,2.2333618677236184e-10,-9.613534643096857,-9.822627809948102,-9.65104090325059,0.037506260153733706
UGC09133,11.36,288.0,3.39,2.3662253290816324e-10,1.4346000016115638e-10,2.157549249334006e-10,-9.625943901078676,-9.843269173012715,-9.666039282069356,0.040095380990679885
UGC09133,11.67,288.0,10.7,2.303369300631306e-10,1.3725643624163782e-10,2.0897253747623976e-10,-9.637636425749047,-9.862467281422937,-9.679910783775007,0.04227435802595991
UGC09133,13.57,285.0,4.07,1.939810595321434e-10,1.08097213244848e-10,1.7636583889039923e-10,-9.712240672864855,-9.966185502050253,-9.75358553155186,0.04134485868700466
UGC09133,13.88,284.0,8.92,1.8832009680794285e-10,1.0412047194399075e-10,1.7180657667731186e-10,-9.725103331246899,-9.982463872043724,-9.764960215592101,0.03985688434520185
UGC09133,14.2,284.0,5.69,1.8407626364043996e-10,1.004207767186277e-10,1.6753576189541236e-10,-9.73500220951112,-9.9981764238369,-9.77589247497883,0.04089026546771102
UGC09133,16.61,278.0,9.14,1.5078891427177503e-10,7.777667639625868e-11,1.4065929970561383e-10,-9.82163058583738,-10.109150619347535,-9.851831549120428,0.030200963283048665
UGC09133,19.35,273.0,6.1,1.2482275951576178e-10,6.096575507358364e-11,1.196067987179287e-10,-9.903706220495556,-10.214914043001674,-9.92224413337636,0.018537912880804086
UGC09133,22.19,269.0,2.26,1.0568095095244871e-10,4.806163720357759e-11,1.0249213191314508e-10,-9.97600328744933,-10.318201439184035,-9.989309473123944,0.013306185674613502
UGC09133,24.92,265.0,1.32,9.132573258476346e-11,3.986599227783844e-11,9.100319563788176e-11,-10.039406835335654,-10.399397421701652,-10.040943356870882,0.0015365215352272088
UGC09133,27.66,262.0,3.15,8.042662817954411e-11,3.366588219612874e-11,8.187227338421152e-11,-10.09460013835594,-10.472810000596281,-10.086863150192944,-0.007736988162996283
UGC09133,30.5,257.0,4.71,7.018040370115111e-11,2.8482223255488134e-11,7.385543671794061e-11,-10.153784137906335,-10.54542611370424,-10.131617529469242,-0.02216660843709306
UGC09133,33.23,252.0,4.96,6.1932725849195e-11,2.437569333412196e-11,6.718431148282767e-11,-10.20807980493776,-10.6130430225258,-10.172732129206498,-0.03534767573126274
UGC09133,35.96,247.0,2.58,5.49823981283958e-11,2.0798730551127768e-11,6.107732696355476e-11,-10.259776321763997,-10.681963171357655,-10.214119978006918,-0.04565634375707894
UGC09133,38.8,242.0,2.52,4.891572121314944e-11,1.7781689990575568e-11,5.5652955309602636e-11,-10.310551538855483,-10.750026965598511,-10.254511768605566,-0.05603977024991735
UGC09133,41.54,238.0,2.3,4.4191310079751234e-11,1.5482813560788928e-11,5.130766392188733e-11,-10.354663123308194,-10.810150115817573,-10.289817758662288,-0.0648453646459064
UGC09133,44.27,235.0,0.63,4.0427385647066873e-11,1.3694254681052973e-11,4.7769673272362024e-11,-10.393324342657515,-10.863461599533734,-10.320847729126852,-0.0724766135306627
UGC09133,47.11,236.0,1.4,3.831425245274748e-11,1.2256593750459366e-11,4.4805063441778274e-11,-10.416639643520158,-10.911630208522325,-10.348672903400011,-0.0679667401201467
UGC09133,49.84,239.0,2.07,3.7142165688674075e-11,1.1043108735068402e-11,4.2203221185033044e-11,-10.430132776976976,-10.956908651567465,-10.374654399998134,-0.05547837697884184
UGC09133,52.58,242.0,2.63,3.6096043801258995e-11,9.886126563936131e-12,3.962242137209833e-11,-10.44254039503162,-11.004973833925087,-10.402058987747285,-0.040481407284334026
UGC09133,55.42,245.0,1.64,3.510064540759618e-11,8.912887407713817e-12,3.7362536273815554e-11,-10.454684897939286,-11.049981579678564,-10.427563650313044,-0.02712124762624235
UGC09133,58.15,247.0,1.31,3.4001152823682076e-11,8.207537644770976e-12,3.566562779789007e-11,-10.468506357767273,-11.085787116654814,-10.447750126984396,-0.020756230782877694
UGC09133,60.89,246.0,2.14,3.220873698144444e-11,7.670955165663796e-12,3.433691217537876e-11,-10.492026305069903,-11.115150555562138,-10.464238762334382,-0.027787542735520532
UGC09133,63.62,243.0,4.0,3.0079342386419416e-11,7.1004261257245695e-12,3.288391741228808e-11,-10.521731662796858,-11.14871558670382,-10.483016451192853,-0.03871521160400526
UGC09133,66.46,239.0,4.67,2.7853829941671925e-11,6.5383040976080765e-12,3.1406868362405727e-11,-10.555115080268555,-11.184534884177515,-10.502975365757846,-0.05213971451070876
UGC09133,69.19,234.0,5.12,2.564707483347531e-11,6.047644335317257e-12,3.007600603505977e-11,-10.590962161005347,-11.218413757809605,-10.521779836700748,-0.06918232430459881
UGC09133,71.93,230.0,2.1,2.3833897457473505e-11,5.627562022526115e-12,2.8901936596694562e-11,-10.622804933487739,-11.24967970985167,-10.539073056029618,-0.08373187745812061
UGC09133,74.77,228.0,1.32,2.2531586275575214e-11,5.258960037262342e-12,2.784236738463859e-11,-10.64720823186791,-11.27910012936954,-10.555293840240594,-0.0919143916273164
UGC09133,77.5,228.0,1.6,2.1737892978383983e-11,4.962597832408109e-12,2.696844941217735e-11,-10.66278255372754,-11.30429091848451,-10.569144023183522,-0.09363853054401794
UGC09133,80.23,227.0,3.16,2.081442303449815e-11,4.6915155844553534e-12,2.615024973115258e-11,-10.681635623038389,-11.328686836679868,-10.582524159326587,-0.09911146371180202
UGC09133,83.07,226.0,3.48,1.992609160800053e-11,4.423596285054414e-12,2.532231355832037e-11,-10.700577877392574,-11.35422451533211,-10.596496617781428,-0.10408125961114578
UGC09133,85.81,224.0,3.71,1.8949929102337778e-11,4.17410395382243e-12,2.453251596162332e-11,-10.722392410525517,-11.37943673926451,-10.610257909917634,-0.11213450060788333
UGC09133,88.54,222.0,1.49,1.8039142365142996e-11,3.9306939757098845e-12,2.374286847763473e-11,-10.74378411396369,-11.405530766872875,-10.62446681323517,-0.11931730072851998
UGC09133,91.38,222.0,1.18,1.7478503666116885e-11,3.695917418297115e-12,2.2961662204395005e-11,-10.757495750040547,-11.432277741234005,-10.63899667637567,-0.11849907366487678
UGC09133,94.12,224.0,1.22,1.7276810627620108e-11,3.4914216933924876e-12,2.2264086762086596e-11,-10.762536427057796,-11.456997693994985,-10.652395114245786,-0.11014131281200967
UGC09133,99.69,227.0,2.8,1.6751340756924336e-11,3.149109014843582e-12,2.1056520003842523e-11,-10.775950426834266,-11.501812304836456,-10.676613402761674,-0.09933702407259126
UGC09133,108.31,229.0,4.12,1.569104484514375e-11,2.6829132361067094e-12,1.931782802205525e-11,-10.804348136376603,-11.571393371938337,-10.71404170458007,-0.09030643179653275
UGC09992,0.78,28.1,5.66,3.280707352228417e-11,1.0265797858369323e-11,4.0481132482390834e-11,-10.484032508102459,-10.98860729159085,-10.39274734636654,-0.09128516173591805
UGC09992,1.55,31.3,5.66,2.0483606852101613e-11,8.008123481530801e-12,3.517585897710043e-11,-10.688593568299533,-11.09646923885866,-10.453755288507008,-0.23483827979252503
UGC09992,2.34,33.0,5.66,1.508208823164493e-11,6.555955237807694e-12,3.145399252858047e-11,-10.821538522876507,-11.183364020330258,-10.502324220708996,-0.3192143021675111
UGC09992,3.12,33.4,5.66,1.1587447897860757e-11,5.833171088377567e-12,2.948081694251648e-11,-10.936012205617452,-11.234095285416611,-10.530460485917768,-0.40555171969968384
UGC09992,3.89,34.3,5.66,9.801399553312084e-12,4.591274085694407e-12,2.5842814056980237e-11,-11.008711906462306,-11.338066780344066,-10.587660197221991,-0.42105170924031476
UGC10310,1.1,33.2,5.06,3.24737869454287e-11,7.021345723501575e-12,3.267897804515775e-11,-10.48846706297229,-11.153579642246278,-10.4857315334214,-0.002735529550889737
UGC10310,2.21,54.6,5.06,4.371620627384599e-11,9.88255701058893e-12,3.9614290114855405e-11,-10.359357533497775,-11.005130671615625,-10.402148122192612,0.042790588694836984
UGC10310,3.31,65.7,5.06,4.226220965285108e-11,9.047810780905994e-12,3.7681208482446144e-11,-10.374047799878296,-11.043456490495032,-10.42387517730056,0.04982737742226462
UGC10310,4.42,69.2,5.06,3.511069080679834e-11,8.082472386534928e-12,3.5359005868429094e-11,-10.454560625657715,-11.09245577046475,-10.451499953837834,-0.0030606718198811222
UGC10310,5.52,70.9,5.06,2.9512285760818533e-11,8.688855114222383e-12,3.682931675023366e-11,-10.529997152585205,-11.061037444533163,-10.43380633801057,-0.0961908145746353
UGC10310,6.64,72.4,5.06,2.5583414530478763e-11,8.15017043375484e-12,3.552520570973079e-11,-10.592041492195863,-11.088833309337897,-10.449463398598457,-0.1425780935974057
UGC10310,7.74,73.2,5.06,2.2435236718181364e-11,6.628780608334435e-12,3.164789026318643e-11,-10.649069343788247,-11.178566354517914,-10.4996552359656,-0.14941410782264697
UGC11455,0.62,35.1,4.01,6.439794342561859e-11,1.3252656742797813e-10,2.037689674461295e-10,-10.191128001788744,-9.87769705055148,-9.690861955231941,-0.5002660465568027
UGC11455,1.23,64.6,4.19,1.0995358129705402e-10,1.671737500304907e-10,2.4129662995059893e-10,-9.958790620671369,-9.776831915365328,-9.617448743586776,-0.3413418770845933
UGC11455,1.83,80.1,6.32,1.136222531632128e-10,1.729090367223316e-10,2.4739468180443906e-10,-9.944536602784092,-9.762182308657334,-9.60660964055092,-0.33792696223317265
UGC11455,2.47,113.0,10.4,1.6753648075674125e-10,1.661682066840048e-10,2.4022457688337986e-10,-9.775890611514965,-9.779452067089444,-9.619382562883079,-0.1565080486318866
UGC11455,3.08,136.0,7.59,1.9461510953754214e-10,1.5430071323046572e-10,2.2750172978017147e-10,-9.710823444982147,-9.811632066475156,-9.643015296892022,-0.06780814809012448
UGC11455,3.68,150.0,7.75,1.981454728600495e-10,1.4409523981182038e-10,2.1644685004016643e-10,-9.703015845784293,-9.841350365873074,-9.664648730110137,-0.03836711567415563
UGC11455,4.32,171.0,9.19,2.1936024815426546e-10,1.3570704797986797e-10,2.0727116840501653e-10,-9.658842071252742,-9.867397596560753,-9.683461104435008,0.024619033182265326
UGC11455,4.91,192.0,9.16,2.433158609492405e-10,1.301790418175681e-10,2.0117529991880273e-10,-9.613829579938008,-9.885458929405553,-9.696425342539921,0.08259576260191359
UGC11455,5.53,197.0,9.96,2.2743472593860103e-10,1.3305194626890972e-10,2.0434841155117277e-10,-9.643143224203651,-9.875978768255278,-9.689628733813615,0.04648550960996367
UGC11455,6.17,195.0,12.4,1.9972549834865801e-10,1.3921814676989359e-10,2.111223432549999e-10,-9.699566486530344,-9.856304151734301,-9.675465802510114,-0.02410068402022958
UGC11455,6.78,196.0,7.09,1.8362504009335506e-10,1.5318590518241131e-10,2.2629952653153396e-10,-9.736068096376249,-9.814781192817694,-9.645316354684057,-0.09075174169219125
UGC11455,7.38,216.0,5.99,2.048804858107267e-10,1.6671590454507458e-10,2.408086112570758e-10,-9.688499404743318,-9.778022966898572,-9.618327986872012,-0.07017141787130576
UGC11455,8.0,225.0,5.24,2.0508056441015124e-10,1.679553343838072e-10,2.4212930030227517e-10,-9.688075495991358,-9.774806198094055,-9.615952652980262,-0.07212284301109584
UGC11455,8.62,240.0,6.15,2.165532332621757e-10,1.590304152158982e-10,2.325883816996131e-10,-9.66443532762364,-9.798519807143718,-9.63341198302876,-0.031023344594879987
UGC11455,9.23,247.0,4.37,2.1421094655440007e-10,1.536518236333289e-10,2.2680212517685526e-10,-9.66915833972872,-9.813462280905867,-9.644352880342371,-0.02480545938634826
UGC11455,9.85,254.0,6.48,2.1226610826171848e-10,1.509845465551458e-10,2.2392181926427618e-10,-9.673119342479874,-9.821067500980154,-9.649903586079825,-0.023215756400048804
UGC11455,10.43,257.0,7.41,2.0522553335427696e-10,1.4859931806303226e-10,2.2133972416825213e-10,-9.68776860698608,-9.827983183591202,-9.654940635603435,-0.032827971382644705
UGC11455,11.05,273.0,5.38,2.1858103136922994e-10,1.448124201769551e-10,2.1722746907478428e-10,-9.660387529161756,-9.839194188256316,-9.663085257751245,0.0026977285894886904
UGC11455,11.67,272.0,5.98,2.05454854284706e-10,1.4033734713893918e-10,2.123467319518848e-10,-9.687283593199112,-9.852826737396839,-9.67295441847921,-0.014329174719902582
UGC11455,12.19,270.0,20.9,1.9380870402009372e-10,1.3714543332257315e-10,2.088507474939423e-10,-9.712626722522545,-9.862818648984181,-9.680163966020533,-0.032462756502011914
UGC11455,12.91,279.0,9.4,1.954031763513856e-10,1.3237634910899422e-10,2.036032225792602e-10,-9.709068380941364,-9.878189600764678,-9.691215352379905,-0.01785302856145954
UGC11455,14.56,287.0,10.8,1.8333773989851846e-10,1.1995250988779664e-10,1.8978393621042564e-10,-9.736748126731172,-9.920990660417981,-9.72174055013008,-0.015007576601091088
UGC11455,16.63,291.0,10.0,1.6502250812353476e-10,9.862639232643059e-11,1.6545369836700374e-10,-9.782456816469843,-10.006006852726324,-9.781323520662301,-0.0011332958075414012
UGC11455,17.77,286.0,9.67,1.4917432907112623e-10,8.879218643314298e-11,1.53907199766182e-10,-9.826305906769354,-10.051625249742479,-9.812741063433066,-0.01356484333628849
UGC11455,18.49,288.0,6.96,1.4537760810366332e-10,8.390489132236185e-11,1.4807445154513095e-10,-9.837502480862849,-10.076212720787613,-9.829519867272968,-0.007982613589881282
UGC11455,20.24,289.0,6.63,1.3373178213126624e-10,7.552036237622931e-11,1.3789802468938008e-10,-9.873765367876803,-10.121935934790242,-9.860441954800557,-0.013323413076246737
UGC11455,22.62,288.0,10.0,1.1883430476731804e-10,6.655997041434476e-11,1.2674434068698166e-10,-9.925058170293113,-10.176786879759545,-9.897071423420952,-0.02798674687216085
UGC11455,24.89,269.0,8.23,9.421696671895688e-11,5.7119180013966425e-11,1.1460852319706353e-10,-10.025870881825915,-10.243218035790106,-9.940783083591926,-0.08508779823398882
UGC11455,27.06,267.0,7.11,8.537764773288963e-11,4.789136422725856e-11,1.0225903933135794e-10,-10.068655814754592,-10.319742791524279,-9.990298291553252,-0.07835752320134048
UGC11455,29.13,272.0,5.36,8.23088963097329e-11,4.047502656449495e-11,9.187767681875799e-11,-10.084553221781409,-10.39281285753914,-10.036789994730272,-0.04776322705113678
UGC11455,31.3,274.0,5.78,7.773314566591858e-11,3.46137730820865e-11,8.329750688260441e-11,-10.10939375712781,-10.460751057758252,-10.079367996952527,-0.030025760175282912
UGC11455,33.46,259.0,5.81,6.49715228676681e-11,3.0370787463889753e-11,7.682294960302083e-11,-10.18727695368601,-10.517543947403817,-10.114509022193966,-0.07276793149204508
UGC11455,35.53,272.0,6.69,6.7482638601253e-11,2.6248024772407872e-11,7.026604543826498e-11,-10.17080794464307,-10.58090337274259,-10.153254487798597,-0.017553456844472848
UGC11455,37.7,274.0,6.39,6.45370678870889e-11,2.2611771610849267e-11,6.421171168384205e-11,-10.190190769787156,-10.645665409761044,-10.192385752993655,0.0021949832064986907
UGC11455,39.87,272.0,5.59,6.013689865820215e-11,2.025525629060787e-11,6.012059382864854e-11,-10.220858972816135,-10.693462257299323,-10.220976738410618,0.00011776559448328783
UGC11455,41.93,266.0,8.82,5.468747421987253e-11,1.8177725458063737e-11,5.6381631549451246e-11,-10.262112134363573,-10.740460460102566,-10.248862360839881,-0.013249773523691388
UGC11557,0.33,4.0,7.9,1.5712869282154497e-12,2.3923422894135e-11,6.642886478510365e-11,-11.8037445024441,-10.621176682639952,-10.17764316923206,-1.6261013332120413
UGC11557,0.99,17.0,8.6,9.46045671363052e-12,3.6840108523183695e-11,8.660162884325452e-11,-11.02408789706314,-10.43367909913343,-10.062473939495531,-0.961613957567609
UGC11557,1.76,33.3,7.9,2.0418566740181602e-11,3.1481785325605716e-11,7.854272588476081e-11,-10.689974746023648,-10.501940646863375,-10.104894030285276,-0.5850807157383713
UGC11557,2.42,44.9,10.5,2.6997700228565023e-11,3.203347418194036e-11,7.938999791005831e-11,-10.568673229195923,-10.494395957489047,-10.100234209488416,-0.4684390197075068
UGC11557,3.19,53.0,7.9,2.853714427601637e-11,3.349329090152476e-11,8.161152011460589e-11,-10.544589489077742,-10.475042178522958,-10.088248532801625,-0.4563409562761169
UGC11557,3.85,60.8,7.9,3.111686844813407e-11,3.0270046927476284e-11,7.666608671365143e-11,-10.507004116185168,-10.518986905758716,-10.115396703980508,-0.3916074122046602
UGC11557,4.62,69.0,7.9,3.3396861898364984e-11,2.7481775756255108e-11,7.225927762780254e-11,-10.476294339303752,-10.560955208431032,-10.141106384365386,-0.33518795493836606
UGC11557,5.28,76.6,7.9,3.601414190828064e-11,2.6772456107908982e-11,7.111677384746975e-11,-10.443526928490742,-10.572311784764434,-10.14802795299427,-0.2954989754964732
UGC11557,5.94,85.0,7.9,3.9418569640127164e-11,2.5796598779291238e-11,6.952950655334237e-11,-10.404299138774746,-10.588437550965429,-10.157830852764837,-0.24646828600990922
UGC11557,7.04,78.1,6.7,2.8078820684215545e-11,2.2885549209659454e-11,6.467782283440077e-11,-10.55162113660965,-10.640438660869957,-10.189244607611027,-0.3623765289986238
UGC11557,8.8,81.6,6.7,2.452150380173031e-11,1.8622986091127668e-11,5.7194515308330236e-11,-10.610452899864585,-10.729950681092436,-10.24264561605896,-0.3678072838056252
UGC11557,10.56,84.5,6.7,2.191285447107493e-11,1.3014145621447188e-11,4.638189792846873e-11,-10.659301045520547,-10.885584338048057,-10.333651484180209,-0.32564956134033807
UGC11820,0.26,16.0,5.09,3.190921146529836e-11,4.532896688949426e-12,2.5662502652711298e-11,-10.496083927881108,-11.343624179006715,-10.590700992728694,0.09461706484758636
UGC11820,0.44,18.9,4.44,2.630997204505504e-11,7.1766247169923105e-12,3.308054455979384e-11,-10.579879613361838,-11.144079763479361,-10.480427349864142,-0.09945226349769598
UGC11820,0.61,25.8,3.36,3.5363808626651594e-11,9.005164037084922e-12,3.758067842375487e-11,-10.451440968306445,-11.045508371711527,-10.42503538408026,-0.02640558422618433
UGC11820,0.79,35.8,3.79,5.257610593067691e-11,9.616243369126441e-12,3.90044958394405e-11,-10.27921158322483,-11.016994554021535,-10.408885331288166,0.1296737480633361
UGC11820,1.01,44.1,7.91,6.240296999905243e-11,9.923511649244627e-12,3.9707516702810794e-11,-10.204794740069104,-11.003334616150815,-10.401127272744464,0.19633253267535977
UGC11820,5.26,59.65,0.98,2.1922223778148306e-11,3.9965296358605276e-12,2.3958406241482883e-11,-10.659115393363155,-11.398316962215443,-10.620542075412562,-0.03857331795059338
UGC11820,7.91,69.15,1.23,1.9591033180619635e-11,4.5401283651794155e-12,2.568489088157258e-11,-10.707942659829156,-11.342931867957658,-10.590322274971046,-0.11762038485811033
UGC11820,10.52,76.95,0.54,1.8241097441573332e-11,4.631572659981863e-12,2.5966735738652122e-11,-10.738949036704863,-11.33427151835952,-10.585582641814407,-0.15336639489045645
